"","genes","logFC","logCPM","LR","PValue","FDR","AGI","At_symbol","At_short_description","perc_ID"
"40","BraA06g006110.3C",-0.887403005356688,5.03402402801371,12.7675344555595,0.000352687401101272,0.206820394408916,"AT1G09180","ATSAR1","secretion-associated RAS super family 1",90.034
"41","BraA06g021550.3C",-0.808109083541957,5.18593935622705,12.7554427085644,0.000354974722486837,0.206820394408916,"AT3G44300","AtNIT2",NA,79.197
"42","BraA06g035990.3C",0.908350500085135,5.00726831420049,12.4215382479413,0.000424410514959839,0.237902267119008,"AT5G47820","FRA1","P-loop containing nucleoside triphosphate hydrolases superfamily protein",88.571
"43","BraA02g041250.3C",1.05105794932498,6.70907219243965,12.4047636144143,0.000428240015326412,0.237902267119008,"AT5G26570","ATGWD3","catalytics;carbohydrate kinases;phosphoglucan, water dikinases",87.841
"44","BraA08g014540.3C",-0.873758004112124,3.94849399805732,12.300314979342,0.000452881859052095,0.245873678387192,"AT4G21100","DDB1B",NA,90.269
"45","BraA10g028940.3C",-1.42485652843405,1.72431581728183,12.2061586358474,0.000476320105930562,0.252851882010428,"AT5G06265",NA,"hyaluronan mediated motility receptor-related",86.424
"46","BraA02g025360.3C",-3.46010244736693,0.954140937851653,12.0176109023321,0.000527002113887295,0.254799248378996,"AT2G24280",NA,"alpha/beta-Hydrolases superfamily protein",87.879
"47","BraA02g038020.3C",1.28633138576788,2.44673408415685,12.0125021587047,0.000528448635844283,0.254799248378996,"AT3G28100","UMAMIT45",NA,85.525
"48","BraA04g029230.3C",-1.21619311447096,5.64191265220222,11.986088043452,0.000535991880449648,0.254799248378996,"AT2G41380",NA,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",85.874
"49","BraA03g054300.3C",0.816939779165161,5.37947426743076,11.9477457028694,0.000547135402303691,0.254799248378996,"AT4G28260",NA,NA,80.475
"50","BraA05g006280.3C",3.10941592284399,0.0186527656831829,11.9258135171053,0.000553614465590151,0.254799248378996,"AT2G39770","CYT1","Glucose-1-phosphate adenylyltransferase family protein",88.674
"51","BraA06g002140.3C",-1.5542008599198,4.27138461268902,11.9248015938043,0.000553915263795125,0.254799248378996,"AT1G52200",NA,"PLAC8 family protein",85.714
"52","BraA02g026360.3C",0.892361369717662,6.73318228673412,11.8527089043006,0.000575775289387513,0.254799248378996,"AT1G64860","RPOD1","sigma factor A",82.532
"53","BraA09g055060.3C",3.12816886705401,1.04153908041168,11.6974630909962,0.000625853682541917,0.254799248378996,"AT2G22170","PLAT2",NA,89.071
"54","BraA09g044730.3C",-1.44235539618214,3.27936968624817,11.6969024569831,0.000626042280899196,0.254799248378996,"AT3G53730",NA,NA,90.909
"55","BraA01g003570.3C",0.970996053434062,6.96881315822938,11.6721939034514,0.000634411545954705,0.254799248378996,"AT4G34740","ASE2","GLN phosphoribosyl pyrophosphate amidotransferase 2",82.284
"56","BraA01g006530.3C",0.911110768592192,3.11486846911302,11.6709065112402,0.000634850694810607,0.254799248378996,"AT4G31360",NA,NA,80.6
"57","BraA07g030220.3C",-1.25736489427369,2.78720633645142,11.6677810088209,0.000635918128584637,0.254799248378996,"AT1G69760",NA,NA,79.279
"58","BraA03g038270.3C",2.44533752017325,2.33810294426973,11.6672858758208,0.000636087394578981,0.254799248378996,"AT3G18050",NA,NA,83.627
"59","BraA01g019470.3C",0.615601019771031,5.20366828977428,11.6614122938658,0.000638098810157664,0.254799248378996,"AT4G17080",NA,NA,81.609
"60","BraA06g044570.3C",3.30373714936868,0.00975802856518261,11.6559221753378,0.000639984716290177,0.254799248378996,"AT4G39000","AtGH9B17",NA,77.179
"61","BraA06g001130.3C",0.78599604745784,6.06778674446353,11.6238712558911,0.000651107412790423,0.254977932405535,"AT1G53800",NA,NA,84.973
"62","BraA05g013390.3C",0.623913737399507,6.41486096132371,11.5445606849883,0.000679477540261924,0.26179612067382,"AT2G31170","FIONA","Cysteinyl-tRNA synthetase, class Ia family protein",88.145
"63","BraA03g001250.3C",2.61078852218448,0.856882910433764,11.4309344325358,0.000722313502046728,0.271410488792796,"AT5G03670","TRM28",NA,83.867
"64","BraA01g037860.3C",0.769489051796444,5.11522711050286,11.4185232682946,0.000727154692010169,0.271410488792796,"AT3G13690",NA,NA,87.166
"65","BraA03g016860.3C",1.82439228687159,0.883792484439042,11.2579831070444,0.00079281307200135,0.274078531344026,"AT1G66620",NA,"Protein with RING/U-box and TRAF-like domains",76.975
"66","BraA04g005510.3C",2.78799264038803,-0.124648038312765,11.2291006388575,0.000805246567374769,0.274078531344026,"AT3G54260","TBL36",NA,85.789
"67","BraA06g001110.3C",1.41312081915367,3.19872292570775,11.2074545561643,0.000814693934826241,0.274078531344026,"AT1G53840","ATPME1","pectin methylesterase 1",81.331
"68","BraA02g004700.3C",-1.71216717743743,4.41986208875638,11.1915575424445,0.000821703413466497,0.274078531344026,"AT5G13180","ANAC083","NAC domain containing protein 83",86.089
"69","BraA10g013250.3C",0.823490791095294,4.88931807890398,11.1737895116028,0.000829610046038435,0.274078531344026,"AT5G55280","ATFTSZ1-1","homolog of bacterial cytokinesis Z-ring protein FTSZ 1-1",89.37
"70","BraA06g027130.3C",1.8487382017172,2.17313010615034,11.1354179708207,0.000846948438139292,0.274078531344026,"AT5G63680",NA,"Pyruvate kinase family protein",90.607
"71","BraA07g029070.3C",2.93485066577931,1.278732985834,11.1212720550426,0.000853432356186898,0.274078531344026,"AT1G72620",NA,"alpha/beta-Hydrolases superfamily protein",84.132
"72","BraA03g022580.3C",2.98425355024747,0.166858332629256,11.1175827495265,0.000855131619057019,0.274078531344026,"AT2G43130","ARA-4","P-loop containing nucleoside triphosphate hydrolases superfamily protein",86.164
"73","BraA03g018250.3C",-1.25533942021386,2.57536144412861,11.1012195875129,0.00086270967169818,0.274078531344026,"AT2G34840",NA,"Coatomer epsilon subunit",89.437
"74","BraA06g018730.3C",1.07227500381537,3.78205202899271,11.0900986590114,0.000867898669302878,0.274078531344026,"AT3G48190","ATATM",NA,74.128
"75","BraA07g040960.3C",1.34970413608857,7.86742213451009,11.0841219116135,0.000870700426971469,0.274078531344026,"AT1G77760","GNR1","nitrate reductase 1",82.442
"76","BraA08g028220.3C",-1.29018749576682,2.67485622513929,11.0609567338957,0.000881646381704855,0.274078531344026,"AT1G19380",NA,"Protein of unknown function (DUF1195)",82.08
"77","BraA03g026190.3C",0.866581878487509,4.39854063707149,11.0320840324178,0.000895484207557271,0.274078531344026,"AT5G50240","AtPIMT2","protein-l-isoaspartate methyltransferase 2",83.017
"78","BraA03g046420.3C",-1.28087447278398,5.19371746607404,11.0178248572802,0.000902398993450322,0.274078531344026,"AT4G15760","MO1","monooxygenase 1",86.132
"79","BraA03g048330.3C",0.769113693873656,5.74651042380542,10.9985410158195,0.000911836369835355,0.274078531344026,"AT4G18520","PDM1",NA,86.378
"80","BraA08g034980.3C",0.994943786054983,4.54305766809283,10.9474393079717,0.000937330647301901,0.274078531344026,"AT1G04250","AtIAA17","AUX/IAA transcriptional regulator family protein",90
"81","BraA02g035340.3C",0.879242317384512,6.6146037391875,10.9413964013102,0.000940392678967813,0.274078531344026,"AT2G02070","AtIDD5","indeterminate(ID)-domain 5",85.606
"82","BraA02g026160.3C",-1.90981771524336,5.08821483742836,10.9399805720013,0.00094111156216019,0.274078531344026,"AT1G80130",NA,"Tetratricopeptide repeat (TPR)-like superfamily protein",78.762
"83","BraA09g038970.3C",1.67839580605223,2.38121475577671,10.9087021985972,0.000957135577444107,0.274078531344026,"AT1G27120","GALT4","Galactosyltransferase family protein",82.914
"84","BraA02g015440.3C",1.58993921239631,11.0167710614928,10.8727860800318,0.000975876143218581,0.274078531344026,"AT5G52300","LTI65","CAP160 protein",72.745
"85","BraA01g004650.3C",2.13062193552844,0.747412381576754,10.870416847451,0.000977125345499403,0.274078531344026,"AT4G33410","ATSPPL1",NA,89.723
"86","BraA03g030270.3C",0.843135895537583,4.54150943446397,10.8315091055908,0.000997872739949034,0.274078531344026,"AT3G01810",NA,NA,78.116
"87","BraA01g009470.3C",2.49790792848326,0.67281424805987,10.8211799881842,0.00100345515462393,0.274078531344026,"AT4G17880","MYC4","Basic helix-loop-helix (bHLH) DNA-binding family protein",74.746
"88","BraA07g029260.3C",1.46130597044857,1.55237959811033,10.8043689202194,0.00101260838105027,0.274078531344026,"AT1G72160","PATL3","Sec14p-like phosphatidylinositol transfer family protein",82.648
"89","BraA08g031380.3C",0.956557229851488,4.10780457009939,10.7828248890196,0.00102446215641271,0.274078531344026,"AT1G11820",NA,"O-Glycosyl hydrolases family 17 protein",82.085
"90","BraA07g030750.3C",1.52273057517849,8.07693253554068,10.7559398025971,0.00103945169979114,0.274078531344026,"AT1G68520","BBX14","B-box type zinc finger protein with CCT domain",85.309
"91","BraA03g028740.3C",3.30089201262672,1.43047777990063,10.7245288599389,0.00105724585260336,0.274078531344026,"AT4G03070","AOP","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",70.924
"92","BraA06g015630.3C",-1.2148072010445,2.81608220849937,10.7077462588981,0.00106687908498901,0.274078531344026,"AT3G25940",NA,NA,86.667
"93","BraA10g021030.3C",1.54488458106865,2.05613127439735,10.707477973399,0.00106703380002488,0.274078531344026,"AT5G19260","FAF3","Protein of unknown function (DUF3049)",82.034
"94","BraA09g050930.3C",-0.829843495743785,4.15213509174787,10.6410113043576,0.00110607173968352,0.280088830828593,"AT3G61380","TRM14","Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-related",73.443
"95","BraA03g014100.3C",-1.59271471994092,4.5281285802715,10.603442377542,0.00112877308396522,0.280088830828593,"AT5G54100","AtSLP2","SPFH/Band 7/PHB domain-containing membrane-associated protein family",87.699
"96","BraA03g033390.3C",0.950092139187689,5.47417614157909,10.581630034304,0.00114216908014096,0.280088830828593,"AT3G07650","BBX7","CONSTANS-like 9",81.101
"97","BraA03g057260.3C",-1.03028997841673,4.46282067790002,10.5446729938599,0.00116523436402652,0.280088830828593,"AT4G32320","APX6","ascorbate peroxidase 6",81.992
"98","BraA05g011670.3C",-2.00359207815776,2.04913081483588,10.5350559969454,0.00117131333462262,0.280088830828593,"AT1G04700",NA,"PB1 domain-containing protein tyrosine kinase",81.322
"99","BraA09g018410.3C",-1.18360729868416,2.49742340692255,10.5259815298187,0.00117707879076028,0.280088830828593,"AT1G57600",NA,"MBOAT (membrane bound O-acyl transferase) family protein",89.59
"100","BraA09g005800.3C",-1.63187945701004,3.1110138835681,10.5106647934187,0.00118687548349741,0.280088830828593,"AT5G25770",NA,"alpha/beta-Hydrolases superfamily protein",86.088
"101","BraA09g056620.3C",0.936155522938191,3.39373083759375,10.4922725408336,0.0011987483855306,0.280088830828593,"AT1G19440","KCS4","3-ketoacyl-CoA synthase 4",83.366
"102","BraA03g023490.3C",0.779261956148365,7.01398708617632,10.4890486219381,0.00120084189443183,0.280088830828593,"AT3G60320","NRG2",NA,75.665
"103","BraA08g024660.3C",-0.627896285553081,4.2693830870522,10.4510440889886,0.00122580148434329,0.280088830828593,"AT1G27900",NA,"RNA helicase family protein",88.95
"104","BraA03g035340.3C",2.44839243756635,1.02597124927642,10.4466711110274,0.00122870692798526,0.280088830828593,"AT3G12530","PSF2","PSF2",89.555
"105","BraA01g043940.3C",0.999672018183459,2.60321221662229,10.443026253751,0.00123113392653225,0.280088830828593,"AT3G02990","ATHSFA1E",NA,80.602
"106","BraA08g030930.3C",-0.713151487400908,5.20949761499592,10.3873068363095,0.00126884561475157,0.280487157134765,"AT1G12520","ATCCS","copper chaperone for SOD1",87.134
"107","BraA02g045560.3C",2.96028252769347,0.0515168232914688,10.3573175134793,0.00128962462852977,0.280487157134765,"AT5G66850","MAPKKK5","mitogen-activated protein kinase kinase kinase 5",94.697
"108","BraA07g014940.3C",-2.3193711488806,0.763234662985414,10.352538307968,0.00129296772055928,0.280487157134765,"AT1G22110",NA,"structural constituent of ribosome",82.327
"109","BraA06g031630.3C",1.01464224224369,7.25495810045543,10.3343687585762,0.00130575773003621,0.280487157134765,"AT5G24300","ATSS1","Glycogen/starch synthases, ADP-glucose type",86.552
"110","BraA09g046570.3C",-1.08332117327005,3.0248137531731,10.3113909276461,0.00132211597476593,0.280487157134765,"AT3G55820",NA,NA,76.768
"111","BraA10g030890.3C",1.26288661664593,4.27152063948551,10.2848850515126,0.00134124375223571,0.280487157134765,"AT5G08570",NA,"Pyruvate kinase family protein",88.243
"112","BraA05g002370.3C",0.703554879283569,7.59794184685071,10.2508468104683,0.0013662187084016,0.280487157134765,"AT2G41680","NTRC",NA,89.119
"113","BraA02g025770.3C",-4.06149269008948,-0.0636864918361785,10.2494736588667,0.00136723605566809,0.280487157134765,"AT1G66560","ATWRKY64","WRKY DNA-binding protein 64",69.814
"114","BraA09g019630.3C",-0.800334216134398,4.33888380128233,10.2404149821393,0.00137396673790475,0.280487157134765,"AT5G43190",NA,"Galactose oxidase/kelch repeat superfamily protein",84.641
"115","BraA06g028460.3C",1.89947694885729,5.68222335724397,10.2381966938744,0.00137562005366332,0.280487157134765,"AT5G65010","ASN2","asparagine synthetase 2",90.671
"116","BraA05g023970.3C",0.926461031466768,2.98789378104894,10.2161320697872,0.00139217512850599,0.280487157134765,"AT1G31790",NA,"Tetratricopeptide repeat (TPR)-like superfamily protein",80.64
"117","BraA04g021040.3C",-1.18297675962363,5.51596162300176,10.2102890248557,0.00139659284505161,0.280487157134765,"AT2G29150",NA,"NAD(P)-binding Rossmann-fold superfamily protein",85.84
"118","BraA02g032030.3C",0.626409913724495,7.61563204128592,10.2067794535756,0.00139925312574383,0.280487157134765,"AT5G45440",NA,"P-loop containing nucleoside triphosphate hydrolases superfamily protein",77.033
"119","BraA06g026970.3C",0.662670115386433,5.46945913328705,10.1877719411592,0.00141375035434885,0.280487157134765,"AT5G63470","NF-YC4","nuclear factor Y, subunit C4",83.021
"120","BraA07g029030.3C",-1.5188439617797,1.65172317007057,10.1805190224597,0.0014193222346314,0.280487157134765,"AT1G72820",NA,"Mitochondrial substrate carrier family protein",86.293
"121","BraA03g015070.3C",2.50780004445535,0.306148824791378,10.178661335949,0.00142075293089864,0.280487157134765,"AT5G52210","ATARLB1","GTP-binding protein 1",87.854
"122","BraA09g064170.3C",1.03160666978787,3.87679304847893,10.1405628571468,0.00145041868906453,0.283996734789947,"AT1G06040","BBX24","B-box zinc finger family protein",81.275
"123","BraA07g027520.3C",-0.673882476853313,6.34714825458764,10.084582088277,0.00149515068603339,0.288862548889999,"AT1G76180","ERD14","Dehydrin family protein",80.171
"124","BraA09g014960.3C",1.00105211525708,5.06266571119851,10.0792863765033,0.00149945395438546,0.288862548889999,"AT1G64680",NA,NA,88.274
"125","BraA03g007910.3C",0.70605572094523,6.43362886099621,10.0116062223309,0.00155556796404877,0.296375342629762,"AT5G17310","AtUGP2","UDP-glucose pyrophosphorylase 2",92.569
"126","BraA07g005240.3C",1.32847154601578,6.60409067157103,9.96349984502733,0.00159674228687297,0.296375342629762,"AT2G15620","ATHNIR","nitrite reductase 1",87.868
"127","BraA09g065960.3C",-1.89984617114229,2.29769348132826,9.96270524629373,0.00159743157438224,0.296375342629762,"AT1G01070","UMAMIT28","nodulin MtN21 /EamA-like transporter family protein",78.835
"128","BraA03g012460.3C",1.20166095006626,4.51850454647654,9.93190093397396,0.00162438691185321,0.296375342629762,"AT5G57380","VIN3","Fibronectin type III domain-containing protein",83.874
"129","BraA01g007900.3C",2.62529498228405,0.640790997558091,9.91957341088716,0.0016353027958138,0.296375342629762,"AT4G29800","PLA IVD","PATATIN-like protein 8",85.634
"130","BraA01g003410.3C",0.946016191836776,7.7744862937822,9.90755651624214,0.00164601514982061,0.296375342629762,"AT4G34950","MFS1",NA,81.839
"131","BraA03g038870.3C",0.903917694690383,7.03594323170248,9.89415386761518,0.00165804671026287,0.296375342629762,"AT3G19480","3-PGDH",NA,86.734
"132","BraA04g030640.3C",1.32392883434352,2.34800927785875,9.87883923125696,0.00167190378008192,0.296375342629762,"AT2G43010","AtPIF4","phytochrome interacting factor 4",80.668
"133","BraA05g003770.3C",0.780875474191462,6.39082803729889,9.86318189957984,0.00168619224810439,0.296375342629762,"AT2G43710","AtSSI2","Plant stearoyl-acyl-carrier-protein desaturase family protein",86.413
"134","BraA10g014000.3C",-0.789421296587806,3.36621769339958,9.86122558140234,0.00168798620605986,0.296375342629762,"AT5G56140",NA,"RNA-binding KH domain-containing protein",88.38
"135","BraA08g003070.3C",-0.921032704096364,2.94650273295647,9.85849028838217,0.00169049773212292,0.296375342629762,"AT1G50370","AtFYPP1","Calcineurin-like metallo-phosphoesterase superfamily protein",93.702
"136","BraA02g024020.3C",0.819864023132457,3.78118968682996,9.85379732912558,0.00169481559674952,0.296375342629762,"AT1G77310","UBN2",NA,77.516
"137","BraA09g034810.3C",2.35156302570518,0.52343443128696,9.83840379957071,0.00170905736430773,0.296375342629762,NA,NA,NA,NA
"138","BraA08g030690.3C",-4.04739755635737,1.72035734635777,9.83508011984833,0.0017121482452657,0.296375342629762,"AT1G12940","ATNRT2.5","nitrate transporter2.5",87.011
"139","BraA10g009350.3C",1.23788573764646,2.64820733688863,9.79943291100138,0.00174565693602725,0.298299963757596,"AT5G51150",NA,"Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein",88.831
"140","BraA05g024640.3C",0.844791283049983,4.37243141680023,9.79141576732175,0.00175328420559085,0.298299963757596,"AT3G22550",NA,NA,83.191
"141","BraA02g036230.3C",-1.52239307355804,4.57422748115367,9.75086387023159,0.00179238465699294,0.298299963757596,"AT2G03750",NA,"P-loop containing nucleoside triphosphate hydrolases superfamily protein",85.858
"142","BraA02g044390.3C",-0.876344825078517,3.94601194221868,9.73818302245726,0.0018047921080719,0.298299963757596,"AT5G64000","ATSAL2","Inositol monophosphatase family protein",85.878
"143","BraA01g037790.3C",-3.70996288948873,0.411734346461644,9.7368491206466,0.00180610230053087,0.298299963757596,"AT3G13790","ATBFRUCT1","Glycosyl hydrolases family 32 protein",90.655
"144","BraA02g013420.3C",1.07429281222964,5.21640473003333,9.71008392102548,0.00183259645559268,0.298299963757596,"AT4G26760","MAP65-2",NA,78.415
"145","BraA05g030350.3C",0.726258900968321,6.5639270551062,9.69929993201508,0.00184338225156861,0.298299963757596,"AT3G17040","HCF107","high chlorophyll fluorescent 107",83.316
"146","BraA04g026350.3C",1.05551028314339,8.77499387078827,9.69554904891377,0.00184714882551609,0.298299963757596,"AT2G37220",NA,"RNA-binding (RRM/RBD/RNP motifs) family protein",86.473
"147","BraA03g037570.3C",1.03626122777686,2.54935787617917,9.66105321678741,0.00188215683404781,0.298299963757596,"AT3G16500","IAA26",NA,86.872
"148","BraA02g026970.3C",-1.83905173211798,2.9400725108822,9.65706374486695,0.00188624868937871,0.298299963757596,"AT4G02380","AtLEA5","senescence-associated gene 21",86.735
"149","BraA02g005160.3C",0.932701360619202,3.05742174502106,9.65181957343702,0.00189164116449506,0.298299963757596,"AT5G13820","ATBP-1","telomeric DNA binding protein 1",83.612
"150","BraA07g041930.3C",1.86165784956527,1.87628713794455,9.64428529337471,0.00189941587720126,0.298299963757596,"AT1G78850","GAL1","D-mannose binding lectin protein with Apple-like carbohydrate-binding domain",88.16
"151","BraA08g031920.3C",0.866278757489231,8.64214620490303,9.63981971822707,0.0019040392374539,0.298299963757596,"AT1G10760","GWD","Pyruvate phosphate dikinase, PEP/pyruvate binding domain",89.576
"152","BraA03g021010.3C",0.770026176005556,10.8609177830802,9.61777244345913,0.00192703327361601,0.298299963757596,"AT2G39730","RCA","rubisco activase",91.737
"153","BraA09g050710.3C",4.13386428831253,0.0397232384931593,9.61587791407264,0.00192902224491918,0.298299963757596,"AT3G61160",NA,"Protein kinase superfamily protein",85.693
"154","BraA03g018080.3C",0.793865430630079,11.9236691629274,9.60617251733282,0.00193924414005032,0.298299963757596,"AT2G34430","LHB1B1","light-harvesting chlorophyll-protein complex II subunit B1",90.262
"155","BraA07g016030.3C",-1.18124804908675,3.10066861127455,9.59795880540641,0.00194793785727569,0.298299963757596,"AT1G20050","HYD1","C-8,7 sterol isomerase",83.21
"156","BraA08g003560.3C",1.25006892980329,7.02074771443649,9.58543878777744,0.00196126561809978,0.298299963757596,"AT1G49750",NA,"Leucine-rich repeat (LRR) family protein",78.682
"157","BraA05g041310.3C",-2.23679148061402,2.26362504487351,9.5766980948766,0.00197062499223008,0.298299963757596,"AT3G02560",NA,"Ribosomal protein S7e family protein",89.41
"158","BraA01g026110.3C",-0.639444395330534,4.25550259718395,9.57072192699266,0.00197705021525388,0.298299963757596,"AT1G56450","PBG1","20S proteasome beta subunit G1",91.712
"159","BraA01g027940.3C",-2.3090017034895,0.65575676172836,9.56288987938036,0.00198550294028206,0.298299963757596,"AT1G60030","ATNAT7","nucleobase-ascorbate transporter 7",89.425
"160","BraA09g035910.3C",-0.845850998860492,5.21626305981797,9.51987960500222,0.0020325791622216,0.301867380043166,"AT2G26670","ATHO1","Plant haem oxygenase (decyclizing) family protein",84.149
