name,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,ontology,over_represented_padjust,Term,Definition,estimate,p.value,fdr,Pct_Var_Explained,Effect,-log10FDR
leaf.voom5.module.signedhybrid_darkgrey,GO:0008150,1.231747935989119e-9,1,598,6445,BP,4.242811754057066e-7,biological_process,"A biological process represents a specific objective that the organism is genetically programmed to achieve. Biological processes are often described by their outcome or ending state, e.g., the biological process of cell division results in the creation of two daughter cells (a divided cell) from a single parent cell. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0009408,1.802286732983885e-8,1,53,305,BP,5.6907203593966175e-6,response to heat,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0034605,2.3618918529788045e-8,0.9999999941820062,29,117,BP,6.884006331489761e-6,cellular response to heat,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0006914,3.138061916544425e-8,0.9999999950186076,19,58,BP,8.492940429847734e-6,autophagy,The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0009651,5.003229435445975e-8,1,130,1045,BP,1.2638157553936531e-5,response to salt stress,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0010150,1.9579518105671146e-7,0.999999935761356,41,219,BP,4.636674631399248e-5,leaf senescence,"The process that occurs in a leaf near the end of its active life that is associated with the dismantling of cell components and membranes, loss of functional chloroplasts, and an overall decline in metabolism.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0006888,3.008597176650569e-7,0.9999999053874788,33,166,BP,6.705632177840591e-5,ER to Golgi vesicle-mediated transport,"The directed movement of substances from the endoplasmic reticulum (ER) to the Golgi, mediated by COP II vesicles. Small COP II coated vesicles form from the ER and then fuse directly with the cis-Golgi. Larger structures are transported along microtubules to the cis-Golgi.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0046686,8.709092857086173e-7,0.999999685289308,97,753,BP,1.833264046416639e-4,response to cadmium ion,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0010200,1.5747288154226427e-6,0.999999410676291,46,286,BP,3.140340779808628e-4,response to chitin,"A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chitin stimulus.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0006457,1.7255955739603426e-6,0.9999992804595668,61,423,BP,3.269140814867869e-4,protein folding,The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0006470,2.1235556948803513e-6,0.9999992171246056,37,203,BP,3.831501203762691e-4,protein dephosphorylation,The process of removing one or more phosphoric residues from a protein.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0000209,2.8396681622207546e-6,0.9999993222721462,20,79,BP,4.890683030297472e-4,protein polyubiquitination,"Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0070534,3.735977201493148e-6,0.9999998333715828,7,12,BP,6.154616354981538e-4,protein K63-linked ubiquitination,"A protein ubiquitination process in which a polymer of ubiquitin, formed by linkages between lysine residues at position 63 of the ubiquitin monomers, is added to a protein. K63-linked ubiquitination does not target the substrate protein for degradation, but is involved in several pathways, notably as a signal to promote error-free DNA postreplication repair.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0006465,4.801703522051422e-6,0.9999994040070324,11,31,BP,7.580689435438682e-4,signal peptide processing,The proteolytic removal of a signal peptide from a protein during or after transport to a specific location in the cell.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0080024,5.9507966642108185e-6,0.9999998561485466,6,8,BP,9.019027424277916e-4,indolebutyric acid metabolic process,"The chemical reactions and pathways involving indolebutyric acid, a compound that serves as an active or storage form of the hormone indole-3-acetic acid (an auxin) in many plants.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0032957,8.532963380978416e-6,0.9999994095088892,8,15,BP,0.00124351531732796,inositol trisphosphate metabolic process,"The chemical reactions and pathways involving myo-inositol phosphate, 1,2,3,4,5,6-cyclohexanehexol, with three phosphate groups attached.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0006464,9.2957467283555e-6,0.9999981407719528,15,56,BP,0.00130450312421255,cellular protein modification process,"The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications) occurring at the level of an individual cell. Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification).",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0016226,1.1395275742315828e-5,0.9999978409029442,14,51,BP,0.00154202499241552,iron-sulfur cluster assembly,The incorporation of iron and exogenous sulfur into a metallo-sulfur cluster.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0009062,1.5784033525740933e-5,0.9999997819536752,5,6,BP,0.00206226562169077,fatty acid catabolic process,"The chemical reactions and pathways resulting in the breakdown of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0009414,1.8295916312269175e-5,0.9999899002301657,76,596,BP,0.00228948708885574,response to water deprivation,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a water deprivation stimulus, prolonged deprivation of water.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0006995,1.8731617776333596e-5,0.9999959589126478,15,61,BP,0.00228948708885574,cellular response to nitrogen starvation,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of nitrogen.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0097428,2.212870501262864e-5,0.9999985213213042,7,14,BP,0.00262017697790156,protein maturation by iron-sulfur cluster transfer,The transfer of an assembled iron-sulfur cluster from a scaffold protein to an acceptor protein that contributes to the attainment of the full functional capacity of a protein.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0050821,2.6245455383268573e-5,0.9999964932076376,10,28,BP,0.0030134554680971,protein stabilization,Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0071277,3.0444868226727413e-5,0.9999979639732062,7,13,BP,0.00339281193267853,cellular response to calcium ion,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a calcium ion stimulus.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0009737,3.7856474636465864e-5,0.9999768908807602,98,832,BP,0.00409823378278769,response to abscisic acid,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abscisic acid stimulus.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0000422,5.069044422412872e-5,0.9999925797148072,10,29,BP,0.00533516925458954,autophagy of mitochondrion,The autophagic process in which mitochondria are delivered to the vacuole and degraded in response to changing cellular conditions.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0042594,6.526623498275788e-5,0.9999885750104948,11,38,BP,0.00668361525269377,response to starvation,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a starvation stimulus, deprivation of nourishment.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0006970,8.15309684732112e-5,0.9999629769291608,38,252,BP,0.00792666758170489,response to osmotic stress,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of solutes outside the organism or cell.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0007034,8.288011815648666e-5,0.9999834591498372,12,45,BP,0.00792666758170489,vacuolar transport,"The directed movement of substances into, out of or within a vacuole.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0042147,8.53549876269428e-5,0.9999829102346716,12,45,BP,0.00792666758170489,"retrograde transport, endosome to Golgi",The directed movement of membrane-bounded vesicles from endosomes back to the trans-Golgi network where they are recycled for further rounds of transport.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0006635,8.57728611374771e-5,0.9999762336709852,17,76,BP,0.00792666758170489,fatty acid beta-oxidation,"A fatty acid oxidation process that results in the complete oxidation of a long-chain fatty acid. Fatty acid beta-oxidation begins with the addition of coenzyme A to a fatty acid, and occurs by successive cycles of reactions during each of which the fatty acid is shortened by a two-carbon fragment removed as acetyl coenzyme A; the cycle continues until only two or three carbons remain (as acetyl-CoA or propionyl-CoA respectively).",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0045324,9.362466704418662e-5,0.999982819035938,11,39,BP,0.00844628246262912,late endosome to vacuole transport,"The directed movement of substances from late endosomes to the vacuole. In yeast, after transport to the prevacuolar compartment, endocytic content is delivered to the late endosome and on to the vacuole. This pathway is analogous to endosome to lysosome transport.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0045047,1.1457219648155311e-4,0.9999886615256736,7,18,BP,0.01009567563880476,protein targeting to ER,"The process of directing proteins towards the endoplasmic reticulum (ER) using signals contained within the protein. One common mechanism uses a 16- to 30-residue signal sequence, typically located at the N-terminus of the protein and containing positively charged amino acids followed by a continuous stretch of hydrophobic residues, which directs the ribosome to the ER membrane and initiates transport of the growing polypeptide across the ER membrane.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0019243,1.2703436774362016e-4,0.9999911176657303,6,12,BP,0.01093939134955856,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione,"The chemical reactions and pathways resulting in the breakdown of methylglyoxal, CH3-CO-CHO, into D-lactate via the intermediate S-lactoyl-glutathione. Glutathione is used in the first step of the pathway and then regenerated in the second step.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0030001,1.3408761365321458e-4,0.999951868129647,23,130,BP,0.01129017706960066,metal ion transport,"The directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0006501,1.383054922491011e-4,0.9999978373478942,4,5,BP,0.01139216326373574,C-terminal protein lipidation,The covalent attachment of a lipid group to the carboxy terminus of a protein.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0008333,1.5249308611836742e-4,0.9999934675817176,5,8,BP,0.01228099996790767,endosome to lysosome transport,The directed movement of substances from endosomes to lysosomes.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0043928,1.5829964833589564e-4,0.9999797305626584,8,22,BP,0.01228099996790767,exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay,The chemical reactions and pathways resulting in the breakdown of the transcript body of a nuclear-transcribed mRNA that occurs when the ends are not protected by the 3'-poly(A) tail.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0070676,1.5882000486341412e-4,0.9999878534010708,6,13,BP,0.01228099996790767,intralumenal vesicle formation,The invagination of the endosome membrane and resulting formation of a vesicle within the lumen of the endosome.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0009966,1.6944913212874166e-4,0.9999972007592174,4,5,BP,0.01284085523271604,regulation of signal transduction,"Any process that modulates the frequency, rate or extent of signal transduction.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0009723,1.833579428924097e-4,0.9999139678394244,37,255,BP,0.01350374691590038,response to ethylene,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ethylene (ethene) stimulus.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0007568,1.8557917895842353e-4,0.9999443443523024,17,85,BP,0.01350374691590038,aging,"A developmental process that is a deterioration and loss of function over time. Aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Aging includes cellular senescence, but is more inclusive. May precede death and may succeed developmental maturation (GO:0021700).",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0043248,1.888885158465876e-4,0.9999796722059848,7,18,BP,0.01350374691590038,proteasome assembly,"The aggregation, arrangement and bonding together of a mature, active proteasome complex.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0009644,2.1231866750144772e-4,0.999927717554117,20,109,BP,0.01483388624676712,response to high light intensity,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a high light intensity stimulus.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0006996,2.1532429231253412e-4,0.9999962036237052,4,5,BP,0.01483388624676712,organelle organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0080163,2.25842355893483e-4,0.999962599013234,9,32,BP,0.01528065511572155,regulation of protein serine/threonine phosphatase activity,"Any process that modulates the frequency, rate or extent of protein serine/threonine phosphatase activity: catalysis of the reaction: protein serine/threonine phosphate + H2O = protein serine/threonine + phosphate.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0009920,2.6222323876975246e-4,0.9999632433512832,8,23,BP,0.01743094476664196,cell plate formation involved in plant-type cell wall biogenesis,The cell cycle process in which the cell plate is formed at the equator of the spindle in the dividing cells during early telophase. An example of this is found in Arabidopsis thaliana.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0018344,2.9805129838572777e-4,0.9999832879574914,5,9,BP,0.01947097188937108,protein geranylgeranylation,The covalent attachment of a geranylgeranyl group to a protein.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0001881,3.1288786571298283e-4,1,3,3,BP,0.02009376479977105,receptor recycling,The process that results in the return of receptor molecules to an active state and an active cellular location after they have been stimulated by a ligand. An active state is when the receptor is ready to receive a signal.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0045454,3.911553797527126e-4,0.999814544892506,34,253,BP,0.02470146223138379,cell redox homeostasis,Any process that maintains the redox environment of a cell or compartment within a cell.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0080026,4.274634689236948e-4,0.9999863348570378,4,6,BP,0.02649720727543783,response to indolebutyric acid,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an indolebutyric acid stimulus.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0006152,4.4253243074711217e-4,0.9999857181336006,4,6,BP,0.02649720727543783,purine nucleoside catabolic process,"The chemical reactions and pathways resulting in the breakdown of purine nucleoside, one of a family of organic molecules consisting of a purine base covalently bonded to a sugar ribose (a ribonucleoside) or deoxyribose (a deoxyribonucleoside).",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:1902457,4.4497814756927294e-4,0.999985617478128,4,6,BP,0.02649720727543783,negative regulation of stomatal opening,NA,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0017001,4.5625478534835624e-4,1,3,3,BP,0.02649720727543783,antibiotic catabolic process,"The chemical reactions and pathways resulting in the breakdown of antibiotic, a substance produced by or derived from certain fungi, bacteria, and other organisms, that can destroy or inhibit the growth of other microorganisms.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0043200,4.5625478534835624e-4,1,3,3,BP,0.02649720727543783,response to amino acid,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0071786,4.615507205539449e-4,0.9999690754283896,5,10,BP,0.02649720727543783,endoplasmic reticulum tubular network organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endoplasmic reticulum (ER) tubular network. The ER tubular network is the ER part that that has membranes with high curvature in cross-section.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0010286,5.628869034869029e-4,0.9998050425310092,18,99,BP,0.0318325145867444,heat acclimation,Any process that increases heat tolerance of an organism in response to high temperatures.,0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0032509,6.025458961453786e-4,0.9999158716433968,7,22,BP,0.03312149725073542,endosome transport via multivesicular body sorting pathway,"The directed movement of substances from endosomes to lysosomes or vacuoles by a pathway in which molecules are sorted into multivesicular bodies, which then fuse with the target compartment.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0006887,6.092768599133469e-4,0.999788031806202,18,96,BP,0.03312149725073542,exocytosis,"A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for exemple of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0051085,6.11904145566503e-4,0.9998030801089688,16,82,BP,0.03312149725073542,chaperone cofactor-dependent protein refolding,"The process of assisting in the correct posttranslational noncovalent assembly of proteins, which is dependent on additional protein cofactors. This process occurs over one or several cycles of nucleotide hydrolysis-dependent binding and release.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0015812,6.24802045425454e-4,1,3,3,BP,0.0333433091565781,gamma-aminobutyric acid transport,"The directed movement of gamma-aminobutyric acid (GABA, 4-aminobutyrate), an amino acid which acts as a neurotransmitter in some organisms, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
leaf.voom5.module.signedhybrid_darkgrey,GO:0052746,6.719305838927449e-4,0.999950953924969,5,10,BP,0.0353603469773557,inositol phosphorylation,"The process of introducing one or more phosphate groups into inositol. Inositol is the cyclic alcohol 1,2,3,4,5,6-cyclohexanehexol, which is widely distributed in nature and acts as a growth factor in animals and microorganisms.",0.15341379873351252,0.00150955188729936,0.01808641156061505,6.8,Increase,1.7426475909077155
