Compound_id,PC,loading,Compound_common_name,Compound_synonyms,Molecular_weight,Chemical_formula,Smiles,Links,EC,Reaction_equation,Pathway,Pathway-id,Pathway-name,Reaction-id,Protein-id,Protein-name,Gene-id,Gene-name
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-9015,G4K-9290-MONOMER,spermine oxidase,G4K-9290,Brara.C00577
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-9015,G4K-9588-MONOMER,spermine oxidase,G4K-9588,Brara.C02180
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-9015,G4K-9815-MONOMER,spermine oxidase,G4K-9815,Brara.C03318
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-9015,G4K-10552-MONOMER,spermine oxidase,G4K-10552,Brara.D02604
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-9015,G4K-10675-MONOMER,spermine oxidase,G4K-10675,Brara.E00330
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-9015,G4K-12369-MONOMER,spermine oxidase,G4K-12369,Brara.G01826
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-9015,G4K-12944-MONOMER,spermine oxidase,G4K-12944,Brara.H00853
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-9015,G4K-13626-MONOMER,spermine oxidase,G4K-13626,Brara.I01425
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-9015,G4K-15174-MONOMER,spermine oxidase,G4K-15174,Brara.K00882
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-12089,G4K-7863-MONOMER,spermidine oxidase,G4K-7863,Brara.A00767
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-12089,G4K-8764-MONOMER,spermidine oxidase,G4K-8764,Brara.B01632
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-12089,G4K-9290-MONOMER,spermidine oxidase,G4K-9290,Brara.C00577
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-12089,G4K-9588-MONOMER,spermidine oxidase,G4K-9588,Brara.C02180
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-12089,G4K-10552-MONOMER,spermidine oxidase,G4K-10552,Brara.D02604
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-12089,G4K-10675-MONOMER,spermidine oxidase,G4K-10675,Brara.E00330
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-12089,G4K-12369-MONOMER,spermidine oxidase,G4K-12369,Brara.G01826
PUTRESCINE,root_PC3,-0.1178162252519843,putrescine,"diaminobutane*1,4-diaminobutane*1,4-butanediamine*tetramethylenediamine",90.168,C4 H14 N2,C([N+])CCC[N+],REFMET:Putrescine*BIGG:ptrc*METABOLIGHTS:MTBLC326268*HMDB:HMDB01414*CHEMSPIDER:2695170*CHEBI:326268*PUBCHEM:3452892*LIGAND-CPD:C00134*CAS:110-60-1,EC-1.5.3.17,spermidine + oxygen + H2O  ->  putrescine + 3-aminopropanal + hydrogen peroxide,spermine and spermidine degradation III,PWY-6441,spermine and spermidine degradation III,RXN-12089,G4K-15174-MONOMER,spermidine oxidase,G4K-15174,Brara.K00882
XANTHINE,root_PC3,-0.10070136666879045,xanthine,"2,6-dioxopurine",152.112,C5 H4 N4 O2,C12(NC(=O)NC(C=1N=CN2)=O),REFMET:Xanthine*BIGG:xan*DRUGBANK:DB02134*METABOLIGHTS:MTBLC17712*HMDB:HMDB00292*CHEMSPIDER:1151*PUBCHEM:1188*CHEBI:17712*LIGAND-CPD:C00385*CAS:69-89-6,EC-1.17.1.4,xanthine + NAD+ + H2O  ->  urate + NADH + H+,guanosine nucleotides degradation II,PWY-6606,guanosine nucleotides degradation II,RXN0-901,G4K-7779-MONOMER,xanthine:NAD+ oxidoreductase,G4K-7779,Brara.A00336
XANTHINE,root_PC3,-0.10070136666879045,xanthine,"2,6-dioxopurine",152.112,C5 H4 N4 O2,C12(NC(=O)NC(C=1N=CN2)=O),REFMET:Xanthine*BIGG:xan*DRUGBANK:DB02134*METABOLIGHTS:MTBLC17712*HMDB:HMDB00292*CHEMSPIDER:1151*PUBCHEM:1188*CHEBI:17712*LIGAND-CPD:C00385*CAS:69-89-6,EC-1.17.1.4,xanthine + NAD+ + H2O  ->  urate + NADH + H+,guanosine nucleotides degradation II,PWY-6606,guanosine nucleotides degradation II,RXN0-901,G4K-13395-MONOMER,xanthine:NAD+ oxidoreductase,G4K-13395,Brara.I00142
XANTHINE,root_PC3,-0.10070136666879045,xanthine,"2,6-dioxopurine",152.112,C5 H4 N4 O2,C12(NC(=O)NC(C=1N=CN2)=O),REFMET:Xanthine*BIGG:xan*DRUGBANK:DB02134*METABOLIGHTS:MTBLC17712*HMDB:HMDB00292*CHEMSPIDER:1151*PUBCHEM:1188*CHEBI:17712*LIGAND-CPD:C00385*CAS:69-89-6,EC-1.17.1.4,xanthine + NAD+ + H2O  ->  urate + NADH + H+,guanosine nucleotides degradation II,PWY-6596,adenosine nucleotides degradation I,RXN-7682,G4K-7779-MONOMER,hypoxanthine hydroxylase,G4K-7779,Brara.A00336
XANTHINE,root_PC3,-0.10070136666879045,xanthine,"2,6-dioxopurine",152.112,C5 H4 N4 O2,C12(NC(=O)NC(C=1N=CN2)=O),REFMET:Xanthine*BIGG:xan*DRUGBANK:DB02134*METABOLIGHTS:MTBLC17712*HMDB:HMDB00292*CHEMSPIDER:1151*PUBCHEM:1188*CHEBI:17712*LIGAND-CPD:C00385*CAS:69-89-6,EC-1.17.1.4,xanthine + NAD+ + H2O  ->  urate + NADH + H+,guanosine nucleotides degradation II,PWY-6596,adenosine nucleotides degradation I,RXN-7682,G4K-13395-MONOMER,hypoxanthine hydroxylase,G4K-13395,Brara.I00142
XANTHINE,root_PC3,-0.10070136666879045,xanthine,"2,6-dioxopurine",152.112,C5 H4 N4 O2,C12(NC(=O)NC(C=1N=CN2)=O),REFMET:Xanthine*BIGG:xan*DRUGBANK:DB02134*METABOLIGHTS:MTBLC17712*HMDB:HMDB00292*CHEMSPIDER:1151*PUBCHEM:1188*CHEBI:17712*LIGAND-CPD:C00385*CAS:69-89-6,EC-1.17.1.4,xanthine + NAD+ + H2O  ->  urate + NADH + H+,guanosine nucleotides degradation II,PWY-6596,adenosine nucleotides degradation I,RXN0-901,G4K-7779-MONOMER,xanthine:NAD+ oxidoreductase,G4K-7779,Brara.A00336
XANTHINE,root_PC3,-0.10070136666879045,xanthine,"2,6-dioxopurine",152.112,C5 H4 N4 O2,C12(NC(=O)NC(C=1N=CN2)=O),REFMET:Xanthine*BIGG:xan*DRUGBANK:DB02134*METABOLIGHTS:MTBLC17712*HMDB:HMDB00292*CHEMSPIDER:1151*PUBCHEM:1188*CHEBI:17712*LIGAND-CPD:C00385*CAS:69-89-6,EC-1.17.1.4,xanthine + NAD+ + H2O  ->  urate + NADH + H+,guanosine nucleotides degradation II,PWY-6596,adenosine nucleotides degradation I,RXN0-901,G4K-13395-MONOMER,xanthine:NAD+ oxidoreductase,G4K-13395,Brara.I00142
XANTHINE,root_PC3,-0.10070136666879045,xanthine,"2,6-dioxopurine",152.112,C5 H4 N4 O2,C12(NC(=O)NC(C=1N=CN2)=O),REFMET:Xanthine*BIGG:xan*DRUGBANK:DB02134*METABOLIGHTS:MTBLC17712*HMDB:HMDB00292*CHEMSPIDER:1151*PUBCHEM:1188*CHEBI:17712*LIGAND-CPD:C00385*CAS:69-89-6,EC-1.17.1.4,xanthine + NAD+ + H2O  ->  urate + NADH + H+,guanosine nucleotides degradation II,PWY-6607,guanosine nucleotides degradation I,RXN0-901,G4K-7779-MONOMER,xanthine:NAD+ oxidoreductase,G4K-7779,Brara.A00336
XANTHINE,root_PC3,-0.10070136666879045,xanthine,"2,6-dioxopurine",152.112,C5 H4 N4 O2,C12(NC(=O)NC(C=1N=CN2)=O),REFMET:Xanthine*BIGG:xan*DRUGBANK:DB02134*METABOLIGHTS:MTBLC17712*HMDB:HMDB00292*CHEMSPIDER:1151*PUBCHEM:1188*CHEBI:17712*LIGAND-CPD:C00385*CAS:69-89-6,EC-1.17.1.4,xanthine + NAD+ + H2O  ->  urate + NADH + H+,guanosine nucleotides degradation II,PWY-6607,guanosine nucleotides degradation I,RXN0-901,G4K-13395-MONOMER,xanthine:NAD+ oxidoreductase,G4K-13395,Brara.I00142
XANTHINE,root_PC3,-0.10070136666879045,xanthine,"2,6-dioxopurine",152.112,C5 H4 N4 O2,C12(NC(=O)NC(C=1N=CN2)=O),REFMET:Xanthine*BIGG:xan*DRUGBANK:DB02134*METABOLIGHTS:MTBLC17712*HMDB:HMDB00292*CHEMSPIDER:1151*PUBCHEM:1188*CHEBI:17712*LIGAND-CPD:C00385*CAS:69-89-6,EC-1.17.1.4,xanthine + NAD+ + H2O  ->  urate + NADH + H+,guanosine nucleotides degradation I,PWY-6606,guanosine nucleotides degradation II,RXN0-901,G4K-7779-MONOMER,xanthine:NAD+ oxidoreductase,G4K-7779,Brara.A00336
XANTHINE,root_PC3,-0.10070136666879045,xanthine,"2,6-dioxopurine",152.112,C5 H4 N4 O2,C12(NC(=O)NC(C=1N=CN2)=O),REFMET:Xanthine*BIGG:xan*DRUGBANK:DB02134*METABOLIGHTS:MTBLC17712*HMDB:HMDB00292*CHEMSPIDER:1151*PUBCHEM:1188*CHEBI:17712*LIGAND-CPD:C00385*CAS:69-89-6,EC-1.17.1.4,xanthine + NAD+ + H2O  ->  urate + NADH + H+,guanosine nucleotides degradation I,PWY-6606,guanosine nucleotides degradation II,RXN0-901,G4K-13395-MONOMER,xanthine:NAD+ oxidoreductase,G4K-13395,Brara.I00142
XANTHINE,root_PC3,-0.10070136666879045,xanthine,"2,6-dioxopurine",152.112,C5 H4 N4 O2,C12(NC(=O)NC(C=1N=CN2)=O),REFMET:Xanthine*BIGG:xan*DRUGBANK:DB02134*METABOLIGHTS:MTBLC17712*HMDB:HMDB00292*CHEMSPIDER:1151*PUBCHEM:1188*CHEBI:17712*LIGAND-CPD:C00385*CAS:69-89-6,EC-1.17.1.4,xanthine + NAD+ + H2O  ->  urate + NADH + H+,guanosine nucleotides degradation I,PWY-6596,adenosine nucleotides degradation I,RXN-7682,G4K-7779-MONOMER,hypoxanthine hydroxylase,G4K-7779,Brara.A00336
XANTHINE,root_PC3,-0.10070136666879045,xanthine,"2,6-dioxopurine",152.112,C5 H4 N4 O2,C12(NC(=O)NC(C=1N=CN2)=O),REFMET:Xanthine*BIGG:xan*DRUGBANK:DB02134*METABOLIGHTS:MTBLC17712*HMDB:HMDB00292*CHEMSPIDER:1151*PUBCHEM:1188*CHEBI:17712*LIGAND-CPD:C00385*CAS:69-89-6,EC-1.17.1.4,xanthine + NAD+ + H2O  ->  urate + NADH + H+,guanosine nucleotides degradation I,PWY-6596,adenosine nucleotides degradation I,RXN-7682,G4K-13395-MONOMER,hypoxanthine hydroxylase,G4K-13395,Brara.I00142
XANTHINE,root_PC3,-0.10070136666879045,xanthine,"2,6-dioxopurine",152.112,C5 H4 N4 O2,C12(NC(=O)NC(C=1N=CN2)=O),REFMET:Xanthine*BIGG:xan*DRUGBANK:DB02134*METABOLIGHTS:MTBLC17712*HMDB:HMDB00292*CHEMSPIDER:1151*PUBCHEM:1188*CHEBI:17712*LIGAND-CPD:C00385*CAS:69-89-6,EC-1.17.1.4,xanthine + NAD+ + H2O  ->  urate + NADH + H+,guanosine nucleotides degradation I,PWY-6596,adenosine nucleotides degradation I,RXN0-901,G4K-7779-MONOMER,xanthine:NAD+ oxidoreductase,G4K-7779,Brara.A00336
XANTHINE,root_PC3,-0.10070136666879045,xanthine,"2,6-dioxopurine",152.112,C5 H4 N4 O2,C12(NC(=O)NC(C=1N=CN2)=O),REFMET:Xanthine*BIGG:xan*DRUGBANK:DB02134*METABOLIGHTS:MTBLC17712*HMDB:HMDB00292*CHEMSPIDER:1151*PUBCHEM:1188*CHEBI:17712*LIGAND-CPD:C00385*CAS:69-89-6,EC-1.17.1.4,xanthine + NAD+ + H2O  ->  urate + NADH + H+,guanosine nucleotides degradation I,PWY-6596,adenosine nucleotides degradation I,RXN0-901,G4K-13395-MONOMER,xanthine:NAD+ oxidoreductase,G4K-13395,Brara.I00142
